"device_id","timestamp","battery_level","battery_voltage","channel_id","device_name","device_type_id","event_priority_enum","gnss_state_enum","gnss_status","gsm_mcc","gsm_mnc","gsm_operator_code","gsm_signal_level","ident","movement_status","peer","position_altitude","position_direction","position_hdop","position_pdop","position_satellites","position_speed","position_valid","protocol_id","server_timestamp","sleep_mode_enum"
"5046452","1681884075","39","3.679","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:26608","0","0","0","0","0","0","false","14","1681884082.289978","0"
"5046452","1681884191","39","3.675","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","true","223.24.93.134:49882","0","0","0","0","0","0","false","14","1681884195.344101","0"
"5046452","1681884251","39","3.673","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:40789","0","0","0","0","0","0","false","14","1681884316.433876","0"
"5046452","1681884311","39","3.673","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:40789","0","0","0","0","0","0","false","14","1681884316.434128","0"
"5046452","1681884371","39","3.673","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:4716","0","0","0","0","0","0","false","14","1681884435.132969","0"
"5046452","1681884431","39","3.673","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:4716","0","0","0","0","0","0","false","14","1681884435.133369","0"
"5046452","1681884491","38","3.672","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:22336","0","0","0","0","0","0","false","14","1681884495.567235","0"
"5046452","1681884551","38","3.67","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:22336","0","0","0","0","0","0","false","14","1681884553.953253","0"
"5046452","1681884671","38","3.669","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","true","223.24.93.134:9265","0","0","0","0","0","0","false","14","1681884675.954827","0"
"5046452","1681884731","38","3.669","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:11834","0","0","0","0","0","0","false","14","1681884736.168727","0"
"5046452","1681884791","38","3.667","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:11834","0","0","0","0","0","0","false","14","1681884793.372366","0"
"5046452","1681884851","38","3.666","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:8764","0","0","0","0","0","0","false","14","1681884855.913063","0"
"5046452","1681884911","37","3.664","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:41363","0","0","0","0","0","0","false","14","1681884915.989698","0"
"5046452","1681884971","37","3.662","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:51415","0","0","0","0","0","0","false","14","1681884976.166477","0"
"5046452","1681885031","37","3.662","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:1913","0","0","0","0","0","0","false","14","1681885037.152134","0"
"5046452","1681885091","36","3.658","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:7037","0","0","0","0","0","0","false","14","1681885097.286193","0"
"5046452","1681885151","36","3.653","1147671","""rental HQ ""","507","0","2","true","520","99","52099","40","350424060996137","false","223.24.93.134:57968","0","0","0","0","0","0","false","14","1681885158.149318","0"
"5046452","1681885211","36","3.654","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:25642","0","0","0","0","0","0","false","14","1681885218.375217","0"
"5046452","1681885271","36","3.654","1147671","""rental HQ ""","507","0","2","true","520","99","52099","40","350424060996137","false","223.24.93.134:25642","0","0","0","0","0","0","false","14","1681885273.469504","0"
"5046452","1681885331","36","3.655","1147671","""rental HQ ""","507","0","2","true","520","99","52099","40","350424060996137","false","223.24.93.134:16953","0","0","0","0","0","0","false","14","1681885338.592404","0"
"5046452","1681885391","36","3.655","1147671","""rental HQ ""","507","0","2","true","520","99","52099","40","350424060996137","false","223.24.93.134:16953","0","0","0","0","0","0","false","14","1681885393.691321","0"
"5046452","1681885451","36","3.655","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:65527","0","0","0","0","0","0","false","14","1681885458.475289","0"
"5046452","1681885511","36","3.653","1147671","""rental HQ ""","507","0","2","true","520","99","52099","40","350424060996137","false","223.24.93.134:41545","0","0","0","0","0","0","false","14","1681885527.070174","0"
"5046452","1681885571","35","3.649","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:41545","0","0","0","0","0","0","false","14","1681885573.868128","0"
"5046452","1681885631","35","3.648","1147671","""rental HQ ""","507","0","2","true","520","99","52099","40","350424060996137","false","223.24.93.134:65496","0","0","0","0","0","0","false","14","1681885649.71806","0"
"5046452","1681885691","35","3.649","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:30095","0","0","0","0","0","0","false","14","1681885709.756582","0"
"5046452","1681885751","35","3.648","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:30095","0","0","0","0","0","0","false","14","1681885754.894654","0"
"5046452","1681885811","35","3.648","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:52730","0","0","0","0","0","0","false","14","1681885830.071784","0"
"5046452","1681885871","35","3.647","1147671","""rental HQ ""","507","0","2","true","520","99","52099","40","350424060996137","false","223.24.93.134:52730","0","0","0","0","0","0","false","14","1681885873.610602","0"
"5046452","1681885931","35","3.646","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:10427","0","0","0","0","0","0","false","14","1681885950.25201","0"
"5046452","1681885991","35","3.645","1147671","""rental HQ ""","507","0","2","true","520","99","52099","40","350424060996137","false","223.24.93.134:12138","0","0","0","0","0","0","false","14","1681886011.751139","0"
"5046452","1681886051","35","3.645","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:57307","0","0","0","0","0","0","false","14","1681886072.41269","0"
"5046452","1681886111","34","3.641","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:57307","0","0","0","0","0","0","false","14","1681886113.825954","0"
"5046452","1681886171","34","3.641","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:49811","0","0","0","0","0","0","false","14","1681886264.751019","0"
"5046452","1681886253","34","3.641","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","true","223.24.93.134:49811","0","0","0","0","0","0","false","14","1681886264.751334","0"
"5046452","1681886313","34","3.64","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:48031","0","0","0","0","0","0","false","14","1681886319.895437","0"
"5046452","1681886388","34","3.639","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:2915","0","0","0","0","0","0","false","14","1681886391.175147","0"
"5046452","1681886448","34","3.64","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:17529","0","0","0","0","0","0","false","14","1681886512.361807","0"
"5046452","1681886508","34","3.639","1147671","""rental HQ ""","507","0","2","true","520","99","52099","40","350424060996137","false","223.24.93.134:17529","0","0","0","0","0","0","false","14","1681886512.362093","0"
"5046452","1681886568","34","3.639","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:13196","0","0","0","0","0","0","false","14","1681886572.332423","0"
"5046452","1681886628","34","3.638","1147671","""rental HQ ""","507","0","2","true","520","99","52099","40","350424060996137","false","223.24.93.134:27553","0","0","0","0","0","0","false","14","1681886632.815938","0"
"5046452","1681886688","33","3.636","1147671","""rental HQ ""","507","0","2","true","520","99","52099","40","350424060996137","false","223.24.93.134:53278","0","0","0","0","0","0","false","14","1681886692.227442","0"
"5046452","1681886748","33","3.635","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:43385","0","0","0","0","0","0","false","14","1681886753.134905","0"
"5046452","1681886808","33","3.635","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:28654","0","0","0","0","0","0","false","14","1681886813.762715","0"
"5046452","1681886868","33","3.635","1147671","""rental HQ ""","507","0","2","true","520","99","52099","40","350424060996137","false","223.24.93.134:37323","0","0","0","0","0","0","false","14","1681886874.594332","0"
"5046452","1681886928","33","3.633","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:24661","0","0","0","0","0","0","false","14","1681886933.3105","0"
"5046452","1681886988","33","3.633","1147671","""rental HQ ""","507","0","2","true","520","99","52099","40","350424060996137","false","223.24.93.134:7597","0","0","0","0","0","0","false","14","1681886994.144733","0"
"5046452","1681887048","33","3.632","1147671","""rental HQ ""","507","0","2","true","520","99","52099","40","350424060996137","false","223.24.93.134:51487","0","0","0","0","0","0","false","14","1681887053.672067","0"
"5046452","1681887108","32","3.63","1147671","""rental HQ ""","507","0","2","true","520","99","52099","40","350424060996137","false","223.24.93.134:6281","0","0","0","0","0","0","false","14","1681887114.868268","0"
"5046452","1681887168","32","3.63","1147671","""rental HQ ""","507","0","2","true","520","99","52099","40","350424060996137","false","223.24.93.134:38008","0","0","0","0","0","0","false","14","1681887175.753933","0"
"5046452","1681887288","32","3.63","1147671","""rental HQ ""","507","0","2","true","520","99","52099","40","350424060996137","true","223.24.93.134:12730","0","0","0","0","0","0","false","14","1681887380.116941","0"
"5046452","1681887375","32","3.629","1147671","""rental HQ ""","507","0","2","true","520","99","52099","40","350424060996137","true","223.24.93.134:12730","0","0","0","0","0","0","false","14","1681887380.117364","0"
"5046452","1681887435","32","3.628","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:17046","0","0","0","0","0","0","false","14","1681887499.516148","0"
"5046452","1681887495","32","3.627","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:17046","0","0","0","0","0","0","false","14","1681887499.516535","0"
"5046452","1681887555","32","3.627","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:16932","0","0","0","0","0","0","false","14","1681887562.369665","0"
"5046452","1681887615","32","3.626","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:23577","0","0","0","0","0","0","false","14","1681887619.771577","0"
"5046452","1681887675","32","3.626","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:28600","0","0","0","0","0","0","false","14","1681887680.296019","0"
"5046452","1681887795","32","3.624","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","true","223.24.93.134:12012","0","0","0","0","0","0","false","14","1681887801.802307","0"
"5046452","1681887855","32","3.624","1147671","""rental HQ ""","507","0","2","true","520","99","52099","40","350424060996137","false","223.24.93.134:9145","0","0","0","0","0","0","false","14","1681887860.718088","0"
"5046452","1681887975","31","3.623","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","true","223.24.93.134:53954","0","0","0","0","0","0","false","14","1681887981.357026","0"
"5046452","1681888035","31","3.621","1147671","""rental HQ ""","507","0","2","true","520","99","52099","40","350424060996137","false","223.24.93.134:38443","0","0","0","0","0","0","false","14","1681888045.619152","0"
"5046452","1681888152","31","3.62","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","true","223.24.93.134:32982","0","0","0","0","0","0","false","14","1681888217.812038","0"
"5046452","1681888212","31","3.62","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:32982","0","0","0","0","0","0","false","14","1681888217.81229","0"
"5046452","1681888272","31","3.62","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:65097","0","0","0","0","0","0","false","14","1681888347.730638","0"
"5046452","1681888332","31","3.618","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:65097","0","0","0","0","0","0","false","14","1681888347.730787","0"
"5046452","1681888392","30","3.616","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:7470","0","0","0","0","0","0","false","14","1681888407.076801","0"
"5046452","1681888452","30","3.615","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:32790","0","0","0","0","0","0","false","14","1681888469.034156","0"
"5046452","1681888512","30","3.615","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:9717","0","0","0","0","0","0","false","14","1681888527.951478","0"
"5046452","1681888572","30","3.614","1147671","""rental HQ ""","507","0","2","true","520","99","52099","40","350424060996137","false","223.24.93.134:39660","0","0","0","0","0","0","false","14","1681888578.490289","0"
"5046452","1681888632","30","3.614","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:20689","0","0","0","0","0","0","false","14","1681888650.794484","0"
"5046452","1681888692","30","3.614","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:2578","0","0","0","0","0","0","false","14","1681888709.214912","0"
"5046452","1681888752","30","3.613","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:37566","0","0","0","0","0","0","false","14","1681888771.511948","0"
"5046452","1681888867","30","3.612","1147671","""rental HQ ""","507","0","2","true","520","99","52099","40","350424060996137","false","223.24.93.134:49889","0","0","0","0","0","0","false","14","1681888938.327935","0"
"5046452","1681888927","30","3.611","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:49889","0","0","0","0","0","0","false","14","1681888938.328074","0"
